"pruid","prname","prnameFR","date","numconf","numprob","numdeaths","numtotal","numtested","numrecover"
1,"Canada","Canada","02-03-2020","9","0",0,"9","0","0"
1,"Canada","Canada","03-03-2020","9","0",0,"9","0","0"
1,"Canada","Canada","04-03-2020","9","0",0,"9","0","0"
1,"Canada","Canada","05-03-2020","9","0",0,"9","0","0"
1,"Canada","Canada","06-03-2020","9","0",0,"9","0","0"
1,"Canada","Canada","07-03-2020","9","0",0,"9","0","0"
1,"Canada","Canada","08-03-2020","9","0",0,"9","0","0"
1,"Canada","Canada","09-03-2020","9","0",0,"9","0","0"
1,"Canada","Canada","10-03-2020","9","0",0,"9","0","0"
1,"Canada","Canada","11-03-2020","9","0",0,"9","11023","0"
1,"Canada","Canada","12-03-2020","9","3",0,"9","15185","0"
1,"Canada","Canada","13-03-2020","9","3",0,"9","15185","0"
1,"Canada","Canada","14-03-2020","9","6",0,"9","22409","0"
1,"Canada","Canada","15-03-2020","9","6",0,"9","24977","0"
1,"Canada","Canada","16-03-2020","9","6",0,"9","37730","0"
1,"Canada","Canada","17-03-2020","9","6",0,"9","44176","0"
1,"Canada","Canada","18-03-2020","9","6",0,"9","53546","0"
1,"Canada","Canada","19-03-2020","9","6",0,"9","65851","0"
1,"Canada","Canada","20-03-2020","971","6",12,"9","76814","0"
1,"Canada","Canada","21-03-2020","971","69",18,"9","88883","0"
1,"Canada","Canada","22-03-2020","971","69",20,"9","98824","0"
1,"Canada","Canada","23-03-2020","971","69",24,"9","98824","0"
1,"Canada","Canada","24-03-2020","971","833",27,"9","98824","0"
1,"Canada","Canada","25-03-2020","971","833",35,"9","98824","0"
1,"Canada","Canada","26-03-2020","971","833",39,"9","98824","230"
1,"Canada","Canada","27-03-2020","971","833",53,"9","98824","256"
1,"Canada","Canada","28-03-2020","971","833",59,"9","98824","502"
1,"Canada","Canada","29-03-2020","971","833",61,"9","98824","522"
1,"Canada","Canada","30-03-2020","971","833",89,"9","98824","1068"
1,"Canada","Canada","31-03-2020","971","833",96,"9","98824","1254"
1,"Canada","Canada","01-04-2020","971","833",109,"9613","98824","1553"
1,"Canada","Canada","02-04-2020","971","833",138,"9613","98824","1983"
1,"Canada","Canada","03-04-2020","971","833",187,"9613","98824","1983"
1,"Canada","Canada","04-04-2020","971","833",231,"9613","98824","1983"
1,"Canada","Canada","05-04-2020","971","833",280,"9613","98824","2335"
1,"Canada","Canada","06-04-2020","971","833",323,"9613","98824","3616"
1,"Canada","Canada","07-04-2020","971","833",380,"9613","98824","3616"
1,"Canada","Canada","08-04-2020","971","833",435,"9613","98824","3616"
1,"Canada","Canada","09-04-2020","971","833",509,"9613","98824","3616"
1,"Canada","Canada","10-04-2020","971","833",569,"9613","98824","3616"
1,"Canada","Canada","11-04-2020","971","833",653,"9613","98824","3616"
1,"Canada","Canada","12-04-2020","971","833",717,"9613","98824","3616"
1,"Canada","Canada","13-04-2020","971","833",780,"9613","98824","3616"
1,"Canada","Canada","14-04-2020","971","833",903,"9613","98824","3616"
1,"Canada","Canada","15-04-2020","971","833",1010,"9613","98824","3616"
1,"Canada","Canada","16-04-2020","971","833",1193,"9613","98824","3616"
1,"Canada","Canada","17-04-2020","971","833",1309,"9613","98824","3616"
1,"Canada","Canada","18-04-2020","971","833",1467,"9613","98824","3616"
1,"Canada","Canada","19-04-2020","971","9",1580,"9613","98824","3616"
1,"Canada","Canada","20-04-2020","971","9",1690,"9613","98824","3616"
1,"Canada","Canada","21-04-2020","971","9",1834,"9613","98824","3616"
1,"Canada","Canada","22-04-2020","971","9",1974,"9613","98824","3616"
1,"Canada","Canada","23-04-2020","971","9",2146,"9613","98824","3616"
1,"Canada","Canada","24-04-2020","971","9",2302,"9613","98824","3616"
1,"Canada","Canada","25-04-2020","971","9",2465,"9613","98824","3616"
1,"Canada","Canada","26-04-2020","971","9",2560,"9613","98824","3616"
1,"Canada","Canada","27-04-2020","971","9",2707,"9613","98824","3616"
1,"Canada","Canada","28-04-2020","971","9",2859,"9613","98824","3616"
1,"Canada","Canada","29-04-2020","971","9",2996,"9613","98824","3616"
1,"Canada","Canada","30-04-2020","971","9",3184,"9613","98824","3616"
1,"Canada","Canada","01-05-2020","971","9",3391,"9613","98824","3616"
1,"Canada","Canada","02-05-2020","971","9",3566,"9613","98824","3616"
1,"Canada","Canada","03-05-2020","971","9",3682,"9613","98824","3616"
1,"Canada","Canada","04-05-2020","971","9",3854,"9613","98824","3616"
1,"Canada","Canada","05-05-2020","971","9",4043,"9613","98824","3616"
1,"Canada","Canada","06-05-2020","971","9",4232,"9613","98824","3616"
1,"Canada","Canada","07-05-2020","971","9",4408,"9613","98824","3616"
1,"Canada","Canada","08-05-2020","971","9",4569,"9613","98824","3616"
1,"Canada","Canada","09-05-2020","971","9",4693,"9613","98824","3616"
1,"Canada","Canada","10-05-2020","971","9",4871,"9613","98824","3616"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","31-12-2019","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","01-01-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","02-01-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","03-01-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","04-01-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","05-01-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","06-01-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","07-01-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","08-01-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","09-01-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","10-01-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","11-01-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","12-01-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","13-01-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","14-01-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","15-01-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","16-01-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","17-01-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","18-01-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","19-01-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","20-01-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","21-01-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","22-01-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","23-01-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","24-01-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","25-01-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","26-01-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","27-01-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","28-01-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","29-01-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","30-01-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","31-01-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","01-02-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","02-02-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","03-02-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","04-02-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","05-02-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","06-02-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","07-02-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","08-02-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","09-02-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","10-02-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","11-02-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","12-02-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","13-02-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","14-02-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","15-02-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","16-02-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","17-02-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","18-02-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","19-02-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","20-02-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","21-02-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","22-02-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","23-02-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","24-02-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","25-02-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","26-02-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","27-02-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","28-02-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","29-02-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","01-03-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","02-03-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","03-03-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","04-03-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","05-03-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","06-03-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","07-03-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","08-03-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","09-03-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","10-03-2020","0","0",0,"0","0","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","11-03-2020","0","0",0,"0","44","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","12-03-2020","0","0",0,"0","52","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","13-03-2020","0","0",0,"0","52","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","14-03-2020","0","0",0,"0","62","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","15-03-2020","0","1",0,"1","62","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","16-03-2020","0","1",0,"1","62","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","17-03-2020","0","1",0,"1","62","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","18-03-2020","0","3",0,"3","62","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","19-03-2020","1","3",0,"3","62","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","20-03-2020","3","3",0,"4","62","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","21-03-2020","3","3",0,"6","62","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","22-03-2020","3","6",0,"9","62","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","23-03-2020","4","6",0,"9","894","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","24-03-2020","4","6",0,"9","894","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","25-03-2020","67","6",0,"9","894","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","26-03-2020","82","6",0,"9","894","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","27-03-2020","82","6",0,"9","894","0"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","28-03-2020","82","6",0,"9","894","4"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","29-03-2020","82","6",0,"9","894","4"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","30-03-2020","82","6",1,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","31-03-2020","82","6",1,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","01-04-2020","82","6",1,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","02-04-2020","82","6",1,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","03-04-2020","82","6",1,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","04-04-2020","82","6",1,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","05-04-2020","82","6",1,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","06-04-2020","82","6",2,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","07-04-2020","82","6",2,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","08-04-2020","82","6",2,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","09-04-2020","82","6",3,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","10-04-2020","82","6",3,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","11-04-2020","82","6",3,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","12-04-2020","82","6",3,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","13-04-2020","82","6",3,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","14-04-2020","82","6",3,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","15-04-2020","82","6",3,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","16-04-2020","82","6",3,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","17-04-2020","82","6",3,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","18-04-2020","82","6",3,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","19-04-2020","82","6",3,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","20-04-2020","82","6",3,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","21-04-2020","82","6",3,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","22-04-2020","82","6",3,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","23-04-2020","82","6",3,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","24-04-2020","82","6",3,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","25-04-2020","82","6",3,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","26-04-2020","82","6",3,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","27-04-2020","82","6",3,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","28-04-2020","82","6",3,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","29-04-2020","82","6",3,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","30-04-2020","82","6",3,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","01-05-2020","82","6",3,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","02-05-2020","82","6",3,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","03-05-2020","82","6",3,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","04-05-2020","82","6",3,"9","894","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","05-05-2020","82","6",3,"9","9127","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","06-05-2020","82","6",3,"9","9295","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","07-05-2020","82","6",3,"9","9451","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","08-05-2020","82","6",3,"9","9571","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","09-05-2020","82","6",3,"9","9699","7"
10,"Newfoundland and Labrador","Terre-Neuve-et-Labrador","10-05-2020","82","6",3,"9","9802","7"
11,"Prince Edward Island","Île-du-Prince-Édouard","31-12-2019","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","01-01-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","02-01-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","03-01-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","04-01-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","05-01-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","06-01-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","07-01-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","08-01-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","09-01-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","10-01-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","11-01-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","12-01-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","13-01-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","14-01-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","15-01-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","16-01-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","17-01-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","18-01-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","19-01-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","20-01-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","21-01-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","22-01-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","23-01-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","24-01-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","25-01-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","26-01-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","27-01-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","28-01-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","29-01-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","30-01-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","31-01-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","01-02-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","02-02-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","03-02-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","04-02-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","05-02-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","06-02-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","07-02-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","08-02-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","09-02-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","10-02-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","11-02-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","12-02-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","13-02-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","14-02-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","15-02-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","16-02-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","17-02-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","18-02-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","19-02-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","20-02-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","21-02-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","22-02-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","23-02-2020","0","0",0,"0","0","0"
11,"Prince Edward Island","Île-du-Prince-Édouard","24-02-2020","0","0",0,"0","0","0"
